Query Text	IsThirdParty
SELECT * FROM claimattach WHERE ClaimNum = 147;	0
SELECT * from patplan WHERE PatNum = 8 ORDER BY Ordinal;	0
"SELECT D.* FROM inssub D,((SSELECT A.InsSubNum FROM inssub A WHERE A.Subscriber=8 OR A.Subscriber=62) UNION (SSELECT B.InsSubNum FROM inssub B,patplan P WHERE B.InsSubNum=P.InsSubNum AND ( P.PatNum=8 OR P.PatNum=62))) C WHERE D.InsSubNum=C.InsSubNum ORDER BY DateEffective;"	0
SELECT * FROM insplan WHERE PlanNum IN(6);	0
SELECT * FROM claimproc WHERE PatNum = 8 ORDER BY LineNumber;	0
SELECT * FROM procedurelog WHERE PatNum=8 AND ProcStatus !=6 ORDER BY ProcDate;	0
SELECT * FROM claimvalcodelog WHERE ClaimNum=147;	0
SELECT * FROM claimcondcodelog WHERE ClaimNum=147;	0
"SELECT BankBranch,claimpayment.ClaimPaymentNum,CheckNum,CheckDate,SUM(claimproc.InsPayAmt) amount,Note,PayType FROM claimpayment,claimproc WHERE claimpayment.ClaimPaymentNum = claimproc.ClaimPaymentNum AND claimproc.ClaimNum = '147' GROUP BY claimpayment.ClaimPaymentNum, BankBranch, CheckDate, CheckNum, Note, PayType;"	0
SELECT * FROM toothinitial WHERE PatNum = 8;	0
SELECT * FROM claimtracking WHERE TrackingType='StatusHistory' AND ClaimNum=147;	0
SELECT * FROM providercliniclink;	0
"SELECT * FROM creditcard WHERE PatNum=8 AND (YEAR(DateStop)<1880 OR DateStop>NOW())  AND ChargeAmt>0 AND CCSource NOT IN (2,5) ;"	0
"SELECT claim.ClaimNum,carrier.NoSendSELECT,claim.ClaimStatus,carrier.CarrierName,patient.PatNum,carrier.SELECTID,claim.MedType,    claim.DateService,claim.ClinicNum,claim.CustomTracking,claim.ProvTreat,claim.SecDateTEdit,    CONCAT(patient.LName,', ',patient.FName,IF(patient.MiddleI='','',CONCAT(' ',patient.MiddleI))) patName,    (SSELECT MIN(patplan.Ordinal) FROM patplan WHERE patplan.PatNum=claim.PatNum AND patplan.InsSubNum=claim.InsSubNum) Ordinal,    IFNULL((SSELECT COUNT(*)      FROM procedurelog      INNER JOIN claimproc ON claimproc.ProcNum=procedurelog.ProcNum      WHERE procedurelog.IcdVersion=9      AND (procedurelog.DiagnosticCode!='' OR procedurelog.DiagnosticCode2!='' OR procedurelog.DiagnosticCode3!=''        OR procedurelog.DiagnosticCode4!='')      AND claimproc.ClaimNum=claim.ClaimNum      ),FALSE) HasIcd9     FROM claim    LEFT JOIN patient ON patient.PatNum=claim.PatNum    LEFT JOIN insplan ON claim.PlanNum=insplan.PlanNum    LEFT JOIN carrier ON insplan.CarrierNum=carrier.CarrierNum    WHERE claim.ClaimNum IN (147)     ORDER BY claim.DateService,patient.LName,patient.FName;"	0
SELECT * FROM claimproc WHERE ClaimNum IN(147);	0
"SELECT * FROM procedurelog WHERE ProcNum IN (705,705)UPDATE claim SET PatNum                        =  8, DateService                   =  '2020-10-12', DateSent                      =  '2020-10-12', ClaimStatus                   = 'R', DateReceived                  =  '2020-10-12', PlanNum                       =  6, ProvTreat                     =  1, ClaimFee                      =  150.00, InsPayEst                     =  96.00, InsPayAmt                     =  0.00, DedApplied                    =  0.00, PreAuthString                 = '', IsProsthesis                  = 'N', PriorDate                     =  '0001-01-01', ReasonUnderPaid               = '', ClaimNote                     = '', ClaimType                     = 'P', ProvBill                      =  1, ReferringProv                 =  0, RefNumString                  = '', PlaceService                  =  12, AccidentRelated               = '', AccidentDate                  =  '0001-01-01', AccidentST                    = '', EmployRelated                 =  2, IsOrtho                       =  0, OrthoRemainM                  =  0, OrthoDate                     =  '0001-01-01', PatRelat                      =  0, PlanNum2                      =  0, PatRelat2                     =  0, WriteOff                      =  0.00, Radiographs                   =  0, ClinicNum                     =  0, ClaimForm                     =  6, AttachedImages                =  0, AttachedModels                =  0, AttachedFlags                 = 'Mail', AttachmentID                  = '', CanadianMaterialsForwarded    = '', CanadianReferralProviderNum   = '', CanadianReferralReason        =  0, CanadianIsInitialLower        = '', CanadianDateInitialLower      =  '0001-01-01', CanadianMandProsthMaterial    =  0, CanadianIsInitialUpper        = '', CanadianDateInitialUpper      =  '0001-01-01', CanadianMaxProsthMaterial     =  0, InsSubNum                     =  59, InsSubNum2                    =  0, CanadaTransRefNum             = '', CanadaEstTreatStartDate       =  '0001-01-01', CanadaInitialPayment          =  0.00, CanadaPaymentMode             =  0, CanadaTreatDuration           =  0, CanadaNumAnticipatedPayments  =  0, CanadaAnticipatedPayAmount    =  0.00, PriorAuthorizationNumber      = '', SpecialProgramCode            =  0, UniformBillType               = '', MedType                       =  0, AdmissionTypeCode             = '', AdmissionSourceCode           = '', PatientStatusCode             = '', CustomTracking                =  0, DateResent                    =  '0001-01-01', CorrectionType                =  0, ClaimIdentifier               = '8/147', OrigRefNum                    = '', ProvOrderOverride             =  0, OrthoTotalM                   =  0, ShareOfCost                   =  0.00, OrderingReferralNum           =  0, DateSentOrig                  =  '2020-10-12', DateIllnessInjuryPreg         =  '0001-01-01', DateIllnessInjuryPregQualifier=  0, DateOther                     =  '0001-01-01', DateOtherQualifier            =  0, IsOutsideLab                  =  0 WHERE ClaimNum = 147DELETE FROM claimattach WHERE ClaimNum=147;"	0
"INSERT INTO securitylog (PermType,UserNum,LogDateTime,LogText,PatNum,CompName,FKey,LogSource,DefNum,DefNumError,DateTPrevious) VALUES(14,1,NOW(),'Found, Patient, Date of service: 10/12/2020',8,'ALEXG',0,0,0,0,'0001-01-01 00:00:00');"	0
SELECT * FROM securitylog WHERE SecurityLogNum = 18127;	0
"INSERT INTO securityloghash (SecurityLogNum,LogHash) VALUES(18127,'xmE3sPu6tl/vgScAMWPLRGVWxSaRejYXrFB05/G1Rc0=');"	0
"SELECT claim.ClaimNum,carrier.NoSendSELECT,claim.ClaimStatus,carrier.CarrierName,patient.PatNum,carrier.SELECTID,claim.MedType,    claim.DateService,claim.ClinicNum,claim.CustomTracking,claim.ProvTreat,claim.SecDateTEdit,    CONCAT(patient.LName,', ',patient.FName,IF(patient.MiddleI='','',CONCAT(' ',patient.MiddleI))) patName,    (SSELECT MIN(patplan.Ordinal) FROM patplan WHERE patplan.PatNum=claim.PatNum AND patplan.InsSubNum=claim.InsSubNum) Ordinal,    IFNULL((SSELECT COUNT(*)      FROM procedurelog      INNER JOIN claimproc ON claimproc.ProcNum=procedurelog.ProcNum      WHERE procedurelog.IcdVersion=9      AND (procedurelog.DiagnosticCode!='' OR procedurelog.DiagnosticCode2!='' OR procedurelog.DiagnosticCode3!=''        OR procedurelog.DiagnosticCode4!='')      AND claimproc.ClaimNum=claim.ClaimNum      ),FALSE) HasIcd9     FROM claim    LEFT JOIN patient ON patient.PatNum=claim.PatNum    LEFT JOIN insplan ON claim.PlanNum=insplan.PlanNum    LEFT JOIN carrier ON insplan.CarrierNum=carrier.CarrierNum    WHERE claim.ClaimNum IN (147)     ORDER BY claim.DateService,patient.LName,patient.FName;"	0
SELECT * FROM claimproc WHERE ClaimNum IN(147);	0
"SELECT * FROM procedurelog WHERE ProcNum IN (705,705)    SSELECT COALESCE(insbluebook.InsBlueBookNum,0) 'InsBlueBookNum',_result.CodeNum 'ProcCodeNum',_result.CarrierNum,_result.PlanNum,     _result.GroupNum,_result.InsPayAmt,     CASE WHEN _result.AllowedOverride=-1 THEN -1      ELSE ROUND(_result.AllowedOverride/(_result.UnitQty+_result.BaseUnits),2) END 'AllowedOverride',     COALESCE(insbluebook.DateTEntry,NOW()) 'DateTEntry',_result.ProcNum,_result.ProcDate,_result.ClaimType,_result.ClaimNum    FROM (     SSELECT procedurelog.CodeNum,insplan.CarrierNum,insplan.PlanNum,insplan.GroupNum,SUM(claimproc1.InsPayAmt) 'InsPayAmt',      MAX(claimproc2.AllowedOverride) 'AllowedOverride',procedurelog.ProcNum,MAX(claimproc2.ProcDate) 'ProcDate',      claim.ClaimType,claim.ClaimNum,procedurelog.ProcFee,procedurelog.UnitQty,procedurelog.BaseUnits     FROM claim     INNER JOIN insplan      ON claim.PlanNum=insplan.PlanNum       AND insplan.PlanType=''       AND insplan.IsBlueBookEnabled     INNER JOIN claimproc claimproc1      ON claim.ClaimNum=claimproc1.ClaimNum       AND claimproc1.Status IN (1,4)       AND claimproc1.ProcNum!=0     INNER JOIN procedurelog      ON claimproc1.ProcNum=procedurelog.ProcNum     LEFT JOIN claimproc claimproc2      ON claimproc1.ClaimProcNum=claimproc2.ClaimProcNum       AND claimproc1.Status=1     WHERE claim.ClaimNum IN (147)      AND claim.ClaimType IN ('P','S')     GROUP BY claim.ClaimNum,procedurelog.ProcNum    ) _result    LEFT JOIN insbluebook     ON _result.ClaimNum=insbluebook.CLaimNum      AND _result.ProcNum=insbluebook.ProcNum    WHERE _result.ProcFee*(_result.UnitQty+_result.BaseUnits) >= _result.InsPayAmt     AND _result.InsPayAmt >= 0;"	0
SELECT insbluebook.* FROM insbluebook WHERE insbluebook.ClaimNum IN (147);	0
"INSERT INTO securitylog (PermType,UserNum,LogDateTime,LogText,PatNum,CompName,FKey,LogSource,DefNum,DefNumError,DateTPrevious) VALUES(14,1,NOW(),'Claim saved for Found,Patient',8,'ALEXG',147,0,0,0,'2020-10-12 11:45:00');"	0
SELECT * FROM securitylog WHERE SecurityLogNum = 18128;	0
"INSERT INTO securityloghash (SecurityLogNum,LogHash) VALUES(18128,'GQmSi0AtEsyRSu6hwfU0v9epDJ+qpl3HMhk9NVwjrzU=');"	0
"SELECT DISTINCT f.*,CASE WHEN f.Guarantor != f.PatNum THEN 1 ELSE 0 END AS IsNotGuar     FROM patient p    INNER JOIN patient f ON f.Guarantor=p.Guarantor    WHERE p.PatNum IN (8)    ORDER BY IsNotGuar, f.Birthdate;"	0
SELECT PatNum FROM patient WHERE Guarantor IN (8);	0
"SELECT tSums.PatNum,ROUND(CASE WHEN tSums.TotalCredits >= tSums.ChargesOver90 THEN 0 ELSE tSums.ChargesOver90 - tSums.TotalCredits END,3) BalOver90,ROUND(CASE WHEN tSums.TotalCredits <= tSums.ChargesOver90 THEN tSums.Charges_61_90 WHEN tSums.ChargesOver90 + tSums.Charges_61_90 <= tSums.TotalCredits THEN 0 ELSE tSums.ChargesOver90 + tSums.Charges_61_90 - tSums.TotalCredits END,3) Bal_61_90,ROUND(CASE WHEN tSums.TotalCredits < tSums.ChargesOver90 + tSums.Charges_61_90 THEN tSums.Charges_31_60 WHEN tSums.ChargesOver90 + tSums.Charges_61_90 + tSums.Charges_31_60 <= tSums.TotalCredits THEN 0 ELSE tSums.ChargesOver90 + tSums.Charges_61_90 + tSums.Charges_31_60 - tSums.TotalCredits END,3) Bal_31_60,ROUND(CASE WHEN tSums.TotalCredits < tSums.ChargesOver90 + tSums.Charges_61_90 + tSums.Charges_31_60 THEN tSums.Charges_0_30 WHEN tSums.ChargesOver90 + tSums.Charges_61_90 + tSums.Charges_31_60 + tSums.Charges_0_30 <= tSums.TotalCredits THEN 0 ELSE tSums.ChargesOver90 + tSums.Charges_61_90 + tSums.Charges_31_60 + tSums.Charges_0_30 - tSums.TotalCredits END,3) Bal_0_30,ROUND(tSums.BalTotal,3) BalTotal,ROUND(tSums.InsPayEst+tSums.InsWoEst,3) InsEst,ROUND(tSums.PayPlanDue,3) PayPlanDue FROM (SSELECT transSums.PatNum,GREATEST(transSums.ChargesOver90,0) ChargesOver90,GREATEST(transSums.Charges_61_90,0) Charges_61_90,GREATEST(transSums.Charges_31_60,0) Charges_31_60,GREATEST(transSums.Charges_0_30,0) Charges_0_30,transSums.TotalCredits - LEAST(transSums.ChargesOver90,0) - LEAST(transSums.Charges_61_90,0) - LEAST(transSums.Charges_31_60,0) - LEAST(transSums.Charges_0_30,0) TotalCredits,transSums.BalTotal,transSums.InsWoEst,transSums.InsPayEst,transSums.PayPlanDue FROM (SSELECT p.Guarantor PatNum,SUM(CASE WHEN (trans.TranAmount > 0 OR trans.TranType IN ('WriteoffOrig','SumByProcAndDate')) AND trans.TranDate < '2022-03-16' THEN trans.TranAmount ELSE 0 END) ChargesOver90,SUM(CASE WHEN (trans.TranAmount > 0 OR trans.TranType IN ('WriteoffOrig','SumByProcAndDate')) AND trans.TranDate < '2022-04-15' AND trans.TranDate >= '2022-03-16' THEN trans.TranAmount ELSE 0 END) Charges_61_90,SUM(CASE WHEN (trans.TranAmount > 0 OR trans.TranType IN ('WriteoffOrig','SumByProcAndDate')) AND trans.TranDate < '2022-05-15' AND trans.TranDate >= '2022-04-15' THEN trans.TranAmount ELSE 0 END) Charges_31_60,SUM(CASE WHEN (trans.TranAmount > 0 OR trans.TranType IN ('WriteoffOrig','SumByProcAndDate')) AND trans.TranDate <= '2022-06-14' AND trans.TranDate >= '2022-05-15' THEN trans.TranAmount ELSE 0 END) Charges_0_30,-SUM(CASE WHEN trans.TranAmount < 0 AND NOT(trans.TranType IN ('WriteoffOrig','SumByProcAndDate')) AND trans.TranDate <= '2022-06-14' THEN trans.TranAmount ELSE 0 END) TotalCredits,SUM(CASE WHEN trans.TranAmount != 0 THEN trans.TranAmount ELSE 0 END) BalTotal,SUM(trans.InsWoEst) InsWoEst,SUM(trans.InsPayEst) InsPayEst,SUM(trans.PayPlanAmount) PayPlanDue FROM (SSELECT (CASE WHEN tranbyproc.AgedProcNum=0 THEN tranbyproc.TranType ELSE 'SumByProcAndDate' END) TranType,0 PriKey,tranbyproc.PatNum,(CASE WHEN tranbyproc.AgedProcNum!=0 AND SUM(tranbyproc.TranAmount) < 0 THEN tranbyproc.AgedProcDate ELSE tranbyproc.TranDate END) TranDate,SUM(tranbyproc.TranAmount) TranAmount,SUM(tranbyproc.PayPlanAmount) PayPlanAmount,SUM(tranbyproc.InsWoEst) InsWoEst,SUM(tranbyproc.InsPayEst) InsPayEst FROM (SSELECT 'Proc' TranType,pl.ProcNum PriKey,pl.PatNum,pl.ProcDate TranDate,pl.ProcFee*(pl.UnitQty+pl.BaseUnits) TranAmount,0 PayPlanAmount,0 InsWoEst,0 InsPayEst,0 AgedProcNum,'0001-01-01' AgedProcDate FROM procedurelog pl WHERE pl.ProcStatus=2 AND pl.ProcFee != 0 AND pl.PatNum IN (8,62) UNION ALL SSELECT 'Claimproc' TranType,cp.ClaimProcNum PriKey,cp.PatNum,cp.DateCP TranDate,(CASE WHEN cp.Status != 0 THEN (CASE WHEN cp.PayPlanNum = 0 THEN -cp.InsPayAmt ELSE 0 END) - cp.WriteOff ELSE 0 END) TranAmount,0 PayPlanAmount,(CASE WHEN cp.Status = 0 THEN cp.WriteOff ELSE 0 END) InsWoEst,(CASE WHEN cp.Status = 0 THEN cp.InsPayEst ELSE 0 END) InsPayEst,0 AgedProcNum,'0001-01-01' AgedProcDate FROM claimproc cp LEFT JOIN payplan pp ON cp.PayPlanNum=pp.PayPlanNum WHERE cp.Status IN (0,1,4,5,7) AND cp.PatNum IN (8,62) HAVING TranAmount != 0 OR InsWoEst != 0 OR InsPayEst != 0 UNION ALL SSELECT 'Adj' TranType,a.AdjNum PriKey,a.PatNum,a.AdjDate TranDate,a.AdjAmt TranAmount,0 PayPlanAmount,0 InsWoEst,0 InsPayEst,a.ProcNum AgedProcNum,a.ProcDate AgedProcDate FROM adjustment a WHERE a.AdjAmt != 0 AND a.PatNum IN (8,62) UNION ALL SSELECT 'PatPay' TranType,ps.SplitNum PriKey,ps.PatNum,ps.DatePay TranDate,-ps.SplitAmt TranAmount,(CASE WHEN ps.PayPlanNum != 0 AND COALESCE(pp.IsClosed,0)=0 THEN -ps.SplitAmt ELSE 0 END) PayPlanAmount,0 InsWoEst,0 InsPayEst,0 AgedProcNum,'0001-01-01' AgedProcDate FROM paysplit ps LEFT JOIN payplan pp ON ps.PayPlanNum=pp.PayPlanNum WHERE ps.SplitAmt != 0 AND ps.UnearnedType NOT IN (352) AND ps.PatNum IN (8,62) UNION ALL SSELECT 'PPCharge' TranType,ppc.PayPlanChargeNum PriKey,ppc.Guarantor PatNum,ppc.ChargeDate TranDate,0 TranAmount,ppc.Principal+ppc.Interest PayPlanAmount,0 InsWoEst,0 InsPayEst,0 AgedProcNum,'0001-01-01' AgedProcDate FROM payplancharge ppc INNER JOIN payplan pp ON ppc.PayPlanNum=pp.PayPlanNum WHERE ppc.ChargeDate <= '2022-06-24' AND ppc.ChargeType=0 AND !pp.IsClosed AND ppc.Guarantor IN (8,62) AND ppc.Principal+ppc.Interest != 0 AND pp.PlanNum=0 UNION ALL SSELECT 'PPCComplete' TranType,ppc.PayPlanChargeNum PriKey,(CASE WHEN ppc.ChargeType = 0 THEN ppc.Guarantor ELSE pp.PatNum END) PatNum,ppc.ChargeDate TranDate,(CASE WHEN ppc.ChargeType != 0 THEN -ppc.Principal WHEN pp.PlanNum=0 THEN ppc.Principal+ppc.Interest ELSE 0 END) TranAmount,0 PayPlanAmount,0 InsWoEst,0 InsPayEst,(CASE WHEN ppc.ChargeType=1 THEN ppc.ProcNum ELSE 0 END) AgedProcNum,pl.ProcDate AgedProcDate FROM payplancharge ppc LEFT JOIN payplan pp ON pp.PayPlanNum=ppc.PayPlanNum LEFT JOIN procedurelog pl ON pl.ProcNum=ppc.ProcNum WHERE ppc.ChargeDate <= '2022-06-14' AND (CASE WHEN ppc.ChargeType = 0 THEN ppc.Guarantor ELSE ppc.PatNum end) IN (8,62) UNION ALL     SSELECT 'PayPlanLink' TranType,ppl.PayPlanLinkNum PriKey,prodlink.PatNum PatNum,DATE(ppl.SecDateTEntry) TranDate,     (CASE WHEN ppl.AmountOverride=0 THEN -prodlink.Fee ELSE -ppl.AmountOverride END) TranAmount,0 PayPlanAmount,0 InsWoEst,0 InsPayEst,prodlink.ProcNum AgedProcNum,prodlink.AgeDate AgedProcDate      FROM payplanlink ppl     LEFT JOIN (      SSELECT procedurelog.PatNum,(procedurelog.ProcFee*(procedurelog.UnitQty+procedurelog.BaseUnits)        +COALESCE(procAdj.AdjAmt,0)+COALESCE(procClaimProc.InsPay,0)        +COALESCE(procClaimProc.WriteOff,0)        +COALESCE(procSplit.SplitAmt,0)       ) Fee,       payplanlink.PayPlanLinkNum LinkNum,procedurelog.ProcNum,procedurelog.ProcDate AgeDate       FROM payplanlink      INNER JOIN payplan ON payplanlink.PayPlanNum=payplan.PayPlanNum      INNER JOIN procedurelog ON procedurelog.ProcNum=payplanlink.FKey       AND payplanlink.LinkType=2       AND !(payplan.dynamicPayPlanTPOption=1 AND procedurelog.ProcStatus!=2)      LEFT JOIN (       SSELECT SUM(adjustment.AdjAmt) AdjAmt,adjustment.ProcNum,adjustment.PatNum,adjustment.ProvNum,adjustment.ClinicNum       FROM adjustment WHERE adjustment.PatNum IN (8,62) GROUP BY adjustment.ProcNum,adjustment.PatNum,adjustment.ProvNum,adjustment.ClinicNum      )procAdj ON procAdj.ProcNum=procedurelog.ProcNum       AND procAdj.PatNum=procedurelog.PatNum       AND procAdj.ProvNum=procedurelog.ProvNum       AND procAdj.ClinicNum=procedurelog.ClinicNum      LEFT JOIN (       SSELECT SUM(COALESCE((CASE WHEN claimproc.Status IN (        1,4,7       ) THEN claimproc.InsPayAmt         WHEN claimproc.InsEstTotalOverride!=-1 THEN claimproc.InsEstTotalOverride ELSE claimproc.InsPayEst END),0)*-1) InsPay       ,SUM(COALESCE((CASE WHEN claimproc.Status IN (        1,4,7       ) THEN claimproc.WriteOff         WHEN claimproc.WriteOffEstOverride!=-1 THEN claimproc.WriteOffEstOverride         WHEN claimproc.WriteOffEst!=-1 THEN claimproc.WriteOffEst ELSE 0 END),0)*-1) WriteOff       ,claimproc.ProcNum       FROM claimproc        WHERE claimproc.Status!=2 AND claimproc.PatNum IN (8,62) GROUP BY claimproc.ProcNum      )procClaimProc ON procClaimProc.ProcNum=procedurelog.ProcNum       LEFT JOIN (       SSELECT SUM(paysplit.SplitAmt)*-1 SplitAmt,paysplit.ProcNum       FROM paysplit       WHERE paysplit.PayPlanNum=0 AND paysplit.PatNum IN (8,62) GROUP BY paysplit.ProcNum      )procSplit ON procSplit.ProcNum=procedurelog.ProcNum     UNION ALL       SSELECT adjustment.PatNum,adjustment.AdjAmt + COALESCE(adjSplit.SplitAmt,0) Fee,payplanlink.PayPlanLinkNum LinkNum       ,0 ProcNum,DATE('0001-01-01') AgeDate       FROM payplanlink       INNER JOIN adjustment ON adjustment.AdjNum=payplanlink.FKey        AND payplanlink.LinkType=1       LEFT JOIN (        SSELECT SUM(COALESCE(paysplit.SplitAmt,0))*-1 SplitAmt,paysplit.AdjNum        FROM paysplit        WHERE paysplit.PayPlanNum=0 AND paysplit.PatNum IN (8,62) GROUP BY paysplit.AdjNum      )adjSplit ON adjSplit.AdjNum=adjustment.AdjNum     ) prodlink ON prodlink.LinkNum=ppl.PayPlanLinkNum WHERE prodlink.PatNum IN (8,62) AND prodlink.AgeDate <= '2022-06-14' UNION ALL SSELECT 'FamPatNums' TranType,PatNum PriKey,PatNum,'0001-01-01' TranDate,0 TranAmount,0 PayPlanAmount,0 InsWoEst,0 InsPayEst,0 AgedProcNum,'0001-01-01' AgedProcDate FROM patient WHERE PatNum IN (8,62)) tranbyproc GROUP BY tranbyproc.PatNum,tranbyproc.AgedProcNum,tranbyproc.TranDate,(CASE WHEN tranbyproc.AgedProcNum=0 THEN tranbyproc.TranType ELSE 'SumByProcAndDate' END),(CASE WHEN tranbyproc.AgedProcNum=0 AND tranbyproc.TranAmount >= 0 THEN 'credit' WHEN tranbyproc.AgedProcNum=0 AND tranbyproc.TranAmount < 0 THEN 'charge' ELSE 'SumByProcAndDate' END)) trans INNER JOIN patient p ON p.PatNum=trans.PatNum GROUP BY p.Guarantor ORDER BY NULL) transSums) tSums;"	0
SELECT * FROM patientnote WHERE PatNum = 8;	0
"SELECT D.* FROM inssub D,((SSELECT A.InsSubNum FROM inssub A WHERE A.Subscriber=8 OR A.Subscriber=62) UNION (SSELECT B.InsSubNum FROM inssub B,patplan P WHERE B.InsSubNum=P.InsSubNum AND ( P.PatNum=8 OR P.PatNum=62))) C WHERE D.InsSubNum=C.InsSubNum ORDER BY DateEffective;"	0
SELECT * FROM procedurelog WHERE PatNum=8 AND ProcStatus IN (2);	0
"SELECT CommDateTime,CommType,Mode_,SentOrReceived,Note,CommlogNum,commlog.PatNum,CommSource FROM commlog WHERE PatNum IN (8,62)UPDATE patient p SET p.BalOver90 =CASE WHEN p.Guarantor!=p.PatNum THEN 0 ELSE 2032 END,p.Bal_61_90 =CASE WHEN p.Guarantor!=p.PatNum THEN 0 ELSE 0 END,p.Bal_31_60 =CASE WHEN p.Guarantor!=p.PatNum THEN 0 ELSE 0 END,p.Bal_0_30  =CASE WHEN p.Guarantor!=p.PatNum THEN 0 ELSE 0 END,p.BalTotal  =CASE WHEN p.Guarantor!=p.PatNum THEN 0 ELSE 2032 END,p.InsEst    =CASE WHEN p.Guarantor!=p.PatNum THEN 0 ELSE 0 END,p.PayPlanDue=CASE WHEN p.Guarantor!=p.PatNum THEN 0 ELSE 0 END WHERE p.Guarantor=8;"	0
"SELECT emailmessage.MsgDateTime,emailmessage.SentOrReceived,emailmessage.Subject,emailmessage.EmailMessageNum, emailmessage.PatNum,emailmessage.RecipientAddress,emailmessage.HideIn FROM emailmessage WHERE emailmessage.PatNum IN (8,62) AND emailmessage.SentOrReceived NOT IN (13,12) ;"	0
"SELECT ClaimNum,MAX(ClaimPaymentNum) ClaimPaymentNum,MAX(claimproc.ClinicNum) ClinicNum,DateCP,SUM(CASE WHEN claimproc.PayPlanNum=0 THEN InsPayAmt ELSE 0 END) InsPayAmt_,SUM(CASE WHEN claimproc.PayPlanNum!=0 THEN InsPayAmt ELSE 0 END) InsPayAmtPayPlan,MAX(claimproc.PatNum) PatNum,MAX(claimproc.ProcDate) ProcDate,SUM(WriteOff) WriteOff_,IsTransfer, (SSELECT ProvTreat FROM claim WHERE claimproc.ClaimNum=claim.ClaimNum) provNum_,MAX(claimproc.PayPlanNum) PayPlanNum,MAX(claimproc.SecDateTEdit) SecDateTEdit, MAX(claimproc.ProcNum) HasProc FROM claimproc WHERE Status IN (1,4,5) AND (WriteOff!=0 OR InsPayAmt!=0) AND PatNum IN (8,62) GROUP BY claimproc.ClaimNum,claimproc.DateCP,claimproc.Status,CASE WHEN claimproc.Status=4 THEN claimproc.ClaimPaymentNum ELSE 0 END;"	0
"SELECT FormDateTime,FormPatNum FROM formpat WHERE PatNum =8;"	0
SELECT * FROM insplan WHERE PlanNum IN(6);	0
"SELECT DateTimeSheet,SheetNum,SheetType,Description,PatNum FROM sheet WHERE IsDeleted=0 AND SheetType!=5 AND PatNum IN (8,62);"	0
"SELECT     (SSELECT SUM(AdjAmt) FROM adjustment WHERE procedurelog.ProcNum=adjustment.ProcNum     AND adjustment.ProcNum!=0) adj_,procedurelog.BaseUnits,procedurelog.BillingNote,procedurelog.ClinicNum,procedurecode.CodeNum,procedurecode.AbbrDesc,Descript,    SUM(CASE WHEN claimproc.Status IN (1,4,7,5)      THEN claimproc.InsPayAmt END) insPayAmt_,    SUM(CASE WHEN claimproc.Status=0 THEN claimproc.InsPayEst END) insPayEst_,    LaymanTerm,procedurelog.MedicalCode,MAX(claimproc.NoBillIns) noBillIns_,procedurelog.PatNum,    (SSELECT SUM(paysplit.SplitAmt) FROM paysplit WHERE procedurelog.ProcNum=paysplit.ProcNum     AND paysplit.ProcNum!=0) patPay_,ProcCode,procedurelog.ProcDate procDate_,ProcFee,procedurelog.ProcNum,procedurelog.ProcNumLab,procedurelog.ProvNum,procedurelog.Surf,    ToothNum,ToothRange,UnitQty,SUM(CASE WHEN claimproc.Status IN(0,1,4,5) THEN claimproc.WriteOff END) writeOff_,    MIN(CASE WHEN claimproc.Status!=7      AND insplan.IsMedical=(CASE WHEN procedurelog.MedicalCode!='' THEN 1 ELSE 0 END)      THEN (CASE WHEN claimproc.Status IN (6,8,9) THEN 0 ELSE 1 END) END) unsent_,    SUM(CASE WHEN claimproc.Status=7 THEN claimproc.WriteOff END) writeOffCap_,    procedurelog.StatementNum,procedurelog.DateTStamp    FROM procedurelog    INNER JOIN procedurecode ON procedurelog.CodeNum=procedurecode.CodeNum LEFT JOIN claimproc USE INDEX(indexAcctCov) ON procedurelog.ProcNum=claimproc.ProcNum     LEFT JOIN insplan ON insplan.PlanNum=claimproc.PlanNum    WHERE ProcStatus=2 AND procedurelog.PatNum IN (8,62) GROUP BY procedurelog.ProcNum ;"	0
SELECT * FROM repeatcharge WHERE PatNum = 8 ORDER BY DateStart;	0
SELECT * from patplan WHERE PatNum = 8 ORDER BY Ordinal;	0
SELECT * FROM patfield WHERE PatNum=8;	0
SELECT * FROM inssub WHERE InsSubNum = 59;	0
SELECT * FROM claim WHERE PatNum = 8 ORDER BY dateservice;	0
"SELECT adjustment.AdjAmt,adjustment.AdjDate,adjustment.AdjNum,adjustment.AdjType,adjustment.ClinicNum,adjustment.PatNum,    adjustment.ProcNum,adjustment.ProvNum,adjustment.AdjNote,adjustment.SecDateTEdit,    SUM(IF(paysplit.PatNum IN (8,62),paysplit.SplitAmt,0)) SumAmt    FROM adjustment    LEFT JOIN paysplit ON paysplit.AdjNum>0 AND adjustment.AdjNum=paysplit.AdjNum WHERE adjustment.PatNum IN (8,62) GROUP BY adjustment.AdjNum ;"	0
